Order ID,Product ID,SKU ID,Category,Quantity,Price per Unit
5303,Product_046,SKU_890,Fashion & Apparel,3,448.12
5303,Product_117,SKU_549,Books & Media,4,261.3
5843,Product_169,SKU_177,Automotive,5,324.29
5843,Product_055,SKU_699,Automotive,5,291.65
5843,Product_171,SKU_215,Toys & Games,5,716.37
1010,Product_127,SKU_860,Books & Media,3,600.67
1010,Product_119,SKU_239,Home Appliances,5,217.13
1010,Product_131,SKU_047,Health & Wellness,5,58.96
1010,Product_133,SKU_591,Toys & Games,3,319.45
8018,Product_164,SKU_943,Electronics,4,941.53
8018,Product_162,SKU_539,Health & Wellness,2,345.47
8018,Product_003,SKU_590,Toys & Games,1,440.07
9953,Product_174,SKU_867,Health & Wellness,5,443.24
9953,Product_117,SKU_621,Books & Media,5,883.43
4286,Product_149,SKU_519,Groceries & Gourmet Food,5,161.69
4286,Product_154,SKU_854,Toys & Games,4,263.92
9048,Product_088,SKU_393,Electronics,4,60.18
9048,Product_024,SKU_668,Beauty & Personal Care,2,86.61
9048,Product_063,SKU_938,Health & Wellness,5,603.06
4586,Product_045,SKU_425,Automotive,2,995.36
4586,Product_031,SKU_363,Sports & Outdoors,5,251.46
4586,Product_085,SKU_656,Books & Media,1,176.87
7116,Product_077,SKU_474,Automotive,4,642.23
7116,Product_158,SKU_612,Groceries & Gourmet Food,4,503.66
9527,Product_122,SKU_255,Electronics,4,989.69
9527,Product_099,SKU_123,Beauty & Personal Care,3,37.91
5468,Product_014,SKU_826,Beauty & Personal Care,1,42.81
5468,Product_063,SKU_813,Health & Wellness,5,915.4
5468,Product_163,SKU_975,Fashion & Apparel,4,539.98
5887,Product_115,SKU_140,Health & Wellness,3,249.87
5887,Product_078,SKU_311,Automotive,1,626.14
5887,Product_028,SKU_039,Books & Media,4,948.55
4439,Product_162,SKU_964,Health & Wellness,4,208.64
5840,Product_112,SKU_359,Toys & Games,2,442.35
5840,Product_011,SKU_832,Beauty & Personal Care,3,26.21
5840,Product_101,SKU_756,Health & Wellness,1,506.23
5840,Product_169,SKU_727,Automotive,5,146.25
5313,Product_047,SKU_691,Fashion & Apparel,2,212.83
6600,Product_077,SKU_317,Automotive,1,414.35
6600,Product_018,SKU_108,Fashion & Apparel,2,517.97
6600,Product_010,SKU_649,Books & Media,5,602.0
5131,Product_143,SKU_441,Fashion & Apparel,4,544.0
5131,Product_176,SKU_024,Health & Wellness,4,454.71
8929,Product_162,SKU_391,Health & Wellness,5,764.83
2144,Product_081,SKU_035,Books & Media,1,585.96
2144,Product_186,SKU_509,Toys & Games,5,659.26
2144,Product_094,SKU_155,Home Appliances,1,733.82
1193,Product_187,SKU_484,Home Appliances,1,811.01
1193,Product_113,SKU_066,Home Appliances,1,135.0
1193,Product_149,SKU_921,Groceries & Gourmet Food,5,163.16
1193,Product_174,SKU_734,Health & Wellness,5,872.04
5517,Product_082,SKU_389,Health & Wellness,4,538.37
5517,Product_003,SKU_697,Toys & Games,3,435.34
5517,Product_145,SKU_233,Fashion & Apparel,4,471.8
5517,Product_119,SKU_071,Home Appliances,5,890.46
5700,Product_141,SKU_007,Books & Media,2,226.98
2315,Product_021,SKU_003,Groceries & Gourmet Food,5,809.57
2315,Product_159,SKU_1000,Electronics,5,122.95
6545,Product_149,SKU_927,Groceries & Gourmet Food,3,896.26
6545,Product_002,SKU_796,Home Appliances,3,968.55
6867,Product_037,SKU_801,Electronics,1,938.87
6867,Product_106,SKU_820,Books & Media,3,564.74
1773,Product_062,SKU_217,Toys & Games,4,620.43
1773,Product_073,SKU_335,Beauty & Personal Care,3,66.13
1773,Product_074,SKU_043,Beauty & Personal Care,1,79.39
1773,Product_142,SKU_580,Health & Wellness,2,640.46
6022,Product_162,SKU_539,Health & Wellness,5,353.64
6022,Product_179,SKU_633,Home Appliances,1,928.54
6022,Product_045,SKU_608,Automotive,4,175.29
6022,Product_120,SKU_570,Electronics,1,461.25
9947,Product_067,SKU_747,Home Appliances,5,654.23
8694,Product_160,SKU_622,Health & Wellness,4,571.84
8694,Product_169,SKU_797,Automotive,5,504.65
8694,Product_135,SKU_304,Books & Media,2,432.53
4996,Product_141,SKU_545,Books & Media,5,883.84
833,Product_157,SKU_227,Home Appliances,5,502.77
833,Product_041,SKU_678,Automotive,3,473.77
8897,Product_010,SKU_150,Books & Media,2,231.01
8897,Product_123,SKU_432,Automotive,1,270.41
8897,Product_147,SKU_736,Electronics,5,858.45
8897,Product_086,SKU_148,Electronics,5,74.91
2340,Product_096,SKU_665,Home Appliances,1,923.71
2340,Product_137,SKU_313,Home Appliances,2,321.51
2340,Product_128,SKU_397,Home Appliances,5,829.35
5387,Product_075,SKU_792,Home Appliances,4,624.4
5387,Product_170,SKU_496,Books & Media,1,766.46
5387,Product_040,SKU_626,Health & Wellness,2,919.21
5387,Product_136,SKU_624,Groceries & Gourmet Food,2,703.97
1715,Product_038,SKU_817,Health & Wellness,4,498.53
1715,Product_050,SKU_092,Books & Media,5,236.07
1715,Product_199,SKU_346,Automotive,1,930.73
2742,Product_125,SKU_439,Toys & Games,5,517.98
2742,Product_161,SKU_857,Fashion & Apparel,4,493.97
2742,Product_090,SKU_998,Toys & Games,5,287.97
2799,Product_098,SKU_650,Books & Media,2,692.77
2799,Product_021,SKU_504,Groceries & Gourmet Food,5,257.32
2799,Product_062,SKU_107,Toys & Games,3,388.26
2799,Product_155,SKU_309,Toys & Games,4,603.73
2905,Product_176,SKU_953,Health & Wellness,2,184.75
2905,Product_177,SKU_237,Toys & Games,2,65.71
1113,Product_125,SKU_439,Toys & Games,5,892.78
1113,Product_099,SKU_053,Beauty & Personal Care,3,84.55
4094,Product_077,SKU_593,Automotive,5,143.11
4094,Product_182,SKU_577,Beauty & Personal Care,2,73.91
4094,Product_031,SKU_025,Sports & Outdoors,5,773.76
4094,Product_101,SKU_011,Health & Wellness,5,893.84
1352,Product_191,SKU_597,Books & Media,3,270.15
1352,Product_175,SKU_841,Fashion & Apparel,2,238.02
538,Product_047,SKU_691,Fashion & Apparel,4,998.83
538,Product_001,SKU_444,Health & Wellness,4,99.09
298,Product_141,SKU_887,Books & Media,2,192.37
4460,Product_029,SKU_592,Automotive,2,284.69
4460,Product_168,SKU_090,Groceries & Gourmet Food,1,209.81
9865,Product_068,SKU_480,Health & Wellness,3,755.3
5214,Product_117,SKU_184,Books & Media,4,889.33
5214,Product_131,SKU_099,Health & Wellness,1,143.47
3796,Product_185,SKU_094,Beauty & Personal Care,3,29.22
3796,Product_060,SKU_195,Books & Media,1,914.04
938,Product_136,SKU_901,Groceries & Gourmet Food,1,937.97
938,Product_170,SKU_496,Books & Media,4,151.82
938,Product_027,SKU_420,Books & Media,1,988.3
938,Product_046,SKU_890,Fashion & Apparel,4,454.67
3101,Product_034,SKU_681,Automotive,5,239.4
3101,Product_039,SKU_465,Groceries & Gourmet Food,3,754.05
4041,Product_170,SKU_995,Books & Media,2,53.09
8422,Product_191,SKU_046,Books & Media,2,710.46
8422,Product_078,SKU_311,Automotive,5,483.38
8422,Product_166,SKU_523,Sports & Outdoors,2,246.94
4114,Product_107,SKU_843,Sports & Outdoors,5,415.91
4114,Product_013,SKU_595,Home Appliances,2,321.6
1632,Product_043,SKU_846,Toys & Games,1,55.9
1632,Product_064,SKU_256,Fashion & Apparel,3,993.99
3980,Product_025,SKU_070,Toys & Games,2,344.92
3980,Product_180,SKU_360,Fashion & Apparel,5,58.66
3980,Product_178,SKU_808,Beauty & Personal Care,2,59.31
8415,Product_107,SKU_458,Sports & Outdoors,4,136.43
162,Product_111,SKU_640,Electronics,1,389.79
1967,Product_198,SKU_171,Health & Wellness,4,964.38
1967,Product_175,SKU_530,Fashion & Apparel,2,716.39
1967,Product_196,SKU_413,Books & Media,1,530.45
1967,Product_053,SKU_383,Automotive,2,952.91
3513,Product_001,SKU_037,Health & Wellness,5,170.15
3513,Product_091,SKU_446,Books & Media,4,147.25
3833,Product_076,SKU_611,Fashion & Apparel,4,478.45
154,Product_114,SKU_962,Home Appliances,3,468.98
154,Product_176,SKU_024,Health & Wellness,5,991.11
154,Product_113,SKU_220,Home Appliances,5,196.53
154,Product_014,SKU_877,Beauty & Personal Care,3,75.59
8025,Product_092,SKU_827,Fashion & Apparel,1,386.24
8025,Product_082,SKU_844,Health & Wellness,2,817.77
8025,Product_158,SKU_791,Groceries & Gourmet Food,5,517.0
8025,Product_183,SKU_175,Fashion & Apparel,3,723.74
4092,Product_172,SKU_522,Groceries & Gourmet Food,3,650.96
4092,Product_142,SKU_225,Health & Wellness,4,713.86
4092,Product_171,SKU_636,Toys & Games,3,786.1
4092,Product_004,SKU_988,Beauty & Personal Care,4,50.75
5841,Product_051,SKU_119,Automotive,1,843.36
6679,Product_016,SKU_529,Home Appliances,5,464.69
6679,Product_093,SKU_241,Books & Media,3,797.72
6679,Product_031,SKU_025,Sports & Outdoors,1,747.12
6679,Product_152,SKU_279,Beauty & Personal Care,3,87.62
5741,Product_195,SKU_847,Fashion & Apparel,2,900.99
5741,Product_197,SKU_161,Electronics,3,388.86
5741,Product_106,SKU_899,Books & Media,4,435.72
4303,Product_160,SKU_974,Health & Wellness,3,473.91
4303,Product_178,SKU_705,Beauty & Personal Care,4,43.92
4303,Product_073,SKU_373,Beauty & Personal Care,5,81.59
4303,Product_119,SKU_071,Home Appliances,3,137.28
831,Product_173,SKU_183,Fashion & Apparel,3,246.03
831,Product_102,SKU_186,Automotive,5,882.29
831,Product_134,SKU_996,Beauty & Personal Care,2,55.96
9253,Product_146,SKU_328,Sports & Outdoors,1,208.15
9253,Product_091,SKU_562,Books & Media,4,375.11
9253,Product_046,SKU_890,Fashion & Apparel,1,956.56
1415,Product_073,SKU_923,Beauty & Personal Care,2,52.67
1415,Product_162,SKU_881,Health & Wellness,5,964.37
1415,Product_156,SKU_069,Beauty & Personal Care,5,58.38
1415,Product_128,SKU_016,Home Appliances,5,283.55
2636,Product_094,SKU_578,Home Appliances,5,247.59
2636,Product_054,SKU_238,Books & Media,1,218.27
7647,Product_130,SKU_511,Fashion & Apparel,1,768.13
900,Product_182,SKU_249,Beauty & Personal Care,1,28.95
900,Product_133,SKU_240,Toys & Games,4,656.14
900,Product_052,SKU_040,Health & Wellness,3,177.59
900,Product_119,SKU_071,Home Appliances,5,608.37
3519,Product_168,SKU_133,Groceries & Gourmet Food,2,55.77
3751,Product_066,SKU_147,Home Appliances,4,460.93
3751,Product_134,SKU_721,Beauty & Personal Care,2,66.17
3751,Product_074,SKU_885,Beauty & Personal Care,5,68.45
5841,Product_151,SKU_030,Automotive,4,933.38
5841,Product_190,SKU_282,Groceries & Gourmet Food,4,312.37
8368,Product_032,SKU_968,Electronics,4,444.49
8368,Product_164,SKU_913,Electronics,5,371.66
8368,Product_128,SKU_130,Home Appliances,1,873.43
130,Product_026,SKU_174,Fashion & Apparel,1,141.31
130,Product_066,SKU_052,Home Appliances,2,161.39
4637,Product_157,SKU_961,Home Appliances,5,314.25
4637,Product_037,SKU_812,Electronics,4,119.95
4637,Product_183,SKU_315,Fashion & Apparel,5,452.5
4637,Product_199,SKU_082,Automotive,4,838.44
829,Product_034,SKU_724,Automotive,5,439.9
829,Product_099,SKU_709,Beauty & Personal Care,4,79.99
1494,Product_028,SKU_039,Books & Media,5,805.92
1494,Product_040,SKU_236,Health & Wellness,5,514.5
1494,Product_029,SKU_493,Automotive,5,672.64
6485,Product_053,SKU_929,Automotive,3,335.94
6485,Product_102,SKU_401,Automotive,1,834.9
6400,Product_066,SKU_147,Home Appliances,5,684.16
6400,Product_091,SKU_799,Books & Media,5,691.27
6400,Product_192,SKU_956,Electronics,1,606.73
6400,Product_169,SKU_682,Automotive,4,991.17
8340,Product_014,SKU_079,Beauty & Personal Care,2,77.34
7524,Product_056,SKU_689,Electronics,1,348.29
7747,Product_087,SKU_064,Beauty & Personal Care,5,48.51
5474,Product_178,SKU_574,Beauty & Personal Care,2,32.98
5474,Product_137,SKU_344,Home Appliances,4,126.52
5474,Product_160,SKU_560,Health & Wellness,2,173.65
6431,Product_003,SKU_590,Toys & Games,2,129.65
6431,Product_184,SKU_598,Toys & Games,5,458.38
6431,Product_128,SKU_016,Home Appliances,4,766.08
6431,Product_026,SKU_993,Fashion & Apparel,2,570.94
2035,Product_138,SKU_471,Toys & Games,5,158.1
2035,Product_130,SKU_920,Fashion & Apparel,2,625.33
2035,Product_017,SKU_126,Beauty & Personal Care,1,67.31
2035,Product_064,SKU_257,Fashion & Apparel,3,741.5
6299,Product_064,SKU_767,Fashion & Apparel,4,909.63
6299,Product_186,SKU_944,Toys & Games,5,615.2
7533,Product_115,SKU_044,Health & Wellness,4,572.01
2739,Product_182,SKU_577,Beauty & Personal Care,1,87.86
2739,Product_040,SKU_617,Health & Wellness,4,280.82
2739,Product_071,SKU_986,Beauty & Personal Care,3,28.59
8518,Product_154,SKU_435,Toys & Games,4,934.58
8518,Product_171,SKU_305,Toys & Games,5,568.88
8518,Product_162,SKU_384,Health & Wellness,1,799.16
8518,Product_064,SKU_908,Fashion & Apparel,4,444.11
4696,Product_184,SKU_598,Toys & Games,3,990.24
6429,Product_124,SKU_588,Toys & Games,1,998.1
6429,Product_007,SKU_957,Books & Media,2,617.96
6429,Product_053,SKU_443,Automotive,4,791.98
7122,Product_063,SKU_671,Health & Wellness,4,420.02
7122,Product_023,SKU_605,Beauty & Personal Care,1,80.48
7122,Product_121,SKU_758,Groceries & Gourmet Food,3,970.22
7122,Product_036,SKU_947,Sports & Outdoors,5,346.46
9436,Product_162,SKU_285,Health & Wellness,1,920.76
9436,Product_022,SKU_776,Sports & Outdoors,3,894.41
6224,Product_117,SKU_277,Books & Media,2,191.84
6224,Product_044,SKU_222,Beauty & Personal Care,3,45.95
6349,Product_135,SKU_304,Books & Media,3,803.95
737,Product_190,SKU_424,Groceries & Gourmet Food,2,134.3
4034,Product_011,SKU_111,Beauty & Personal Care,1,85.37
6065,Product_199,SKU_880,Automotive,4,870.82
5287,Product_068,SKU_821,Health & Wellness,3,977.73
5287,Product_171,SKU_096,Toys & Games,1,408.03
9677,Product_189,SKU_495,Beauty & Personal Care,4,79.0
9677,Product_190,SKU_663,Groceries & Gourmet Food,3,650.92
9049,Product_134,SKU_984,Beauty & Personal Care,2,55.92
9049,Product_173,SKU_500,Fashion & Apparel,3,287.04
9049,Product_068,SKU_477,Health & Wellness,5,407.83
9049,Product_170,SKU_995,Books & Media,1,816.75
5539,Product_114,SKU_962,Home Appliances,5,104.42
5539,Product_053,SKU_929,Automotive,1,392.57
5351,Product_193,SKU_581,Fashion & Apparel,1,479.95
5348,Product_011,SKU_295,Beauty & Personal Care,5,53.15
2961,Product_179,SKU_971,Home Appliances,4,475.28
3741,Product_079,SKU_874,Sports & Outdoors,2,731.98
3741,Product_121,SKU_616,Groceries & Gourmet Food,2,183.13
3741,Product_186,SKU_041,Toys & Games,3,507.42
3741,Product_078,SKU_117,Automotive,2,304.9
7643,Product_173,SKU_183,Fashion & Apparel,1,547.76
7643,Product_186,SKU_619,Toys & Games,3,100.86
7643,Product_168,SKU_751,Groceries & Gourmet Food,2,338.64
3786,Product_122,SKU_933,Electronics,3,722.87
3786,Product_109,SKU_202,Fashion & Apparel,4,662.77
911,Product_071,SKU_986,Beauty & Personal Care,2,91.5
9308,Product_029,SKU_321,Automotive,2,535.09
9308,Product_114,SKU_735,Home Appliances,5,206.29
9308,Product_115,SKU_140,Health & Wellness,2,833.65
9308,Product_131,SKU_047,Health & Wellness,2,820.07
9429,Product_118,SKU_527,Toys & Games,3,536.09
5022,Product_071,SKU_213,Beauty & Personal Care,3,71.9
5022,Product_029,SKU_321,Automotive,5,724.52
5022,Product_042,SKU_716,Books & Media,3,899.56
5022,Product_041,SKU_260,Automotive,2,532.81
8681,Product_109,SKU_451,Fashion & Apparel,3,854.39
4466,Product_021,SKU_690,Groceries & Gourmet Food,1,710.38
4466,Product_090,SKU_132,Toys & Games,5,717.66
4466,Product_195,SKU_338,Fashion & Apparel,3,692.35
4466,Product_115,SKU_140,Health & Wellness,4,778.36
702,Product_018,SKU_108,Fashion & Apparel,2,957.63
702,Product_008,SKU_269,Fashion & Apparel,1,225.15
702,Product_137,SKU_095,Home Appliances,2,797.31
702,Product_113,SKU_102,Home Appliances,5,629.27
1225,Product_184,SKU_019,Toys & Games,4,281.95
1225,Product_082,SKU_088,Health & Wellness,2,219.95
1225,Product_120,SKU_308,Electronics,3,672.71
1225,Product_053,SKU_443,Automotive,1,333.66
5476,Product_196,SKU_909,Books & Media,3,568.12
5476,Product_006,SKU_848,Automotive,1,463.18
5476,Product_200,SKU_506,Fashion & Apparel,1,156.72
2108,Product_106,SKU_899,Books & Media,1,928.82
2108,Product_032,SKU_320,Electronics,2,622.21
4255,Product_084,SKU_146,Groceries & Gourmet Food,3,126.0
4255,Product_136,SKU_407,Groceries & Gourmet Food,2,810.59
576,Product_147,SKU_729,Electronics,5,821.8
5845,Product_129,SKU_696,Fashion & Apparel,1,974.17
5845,Product_133,SKU_579,Toys & Games,5,886.95
3613,Product_055,SKU_080,Automotive,4,665.44
2804,Product_099,SKU_802,Beauty & Personal Care,5,59.45
2804,Product_137,SKU_313,Home Appliances,1,54.33
5977,Product_036,SKU_947,Sports & Outdoors,5,83.41
5977,Product_176,SKU_301,Health & Wellness,2,232.63
5977,Product_198,SKU_369,Health & Wellness,5,810.38
5977,Product_198,SKU_022,Health & Wellness,5,700.53
4875,Product_162,SKU_391,Health & Wellness,5,721.49
4875,Product_067,SKU_675,Home Appliances,3,623.56
261,Product_001,SKU_037,Health & Wellness,5,318.77
261,Product_040,SKU_462,Health & Wellness,2,992.2
9950,Product_187,SKU_638,Home Appliances,3,532.76
9950,Product_027,SKU_779,Books & Media,5,526.42
9950,Product_173,SKU_273,Fashion & Apparel,5,407.91
2398,Product_063,SKU_938,Health & Wellness,2,902.98
2398,Product_037,SKU_757,Electronics,4,186.9
2398,Product_190,SKU_323,Groceries & Gourmet Food,2,764.38
7329,Product_138,SKU_471,Toys & Games,4,700.92
7329,Product_168,SKU_717,Groceries & Gourmet Food,5,854.98
7329,Product_003,SKU_472,Toys & Games,1,742.67
6020,Product_071,SKU_213,Beauty & Personal Care,1,65.61
6020,Product_166,SKU_021,Sports & Outdoors,3,321.3
1818,Product_020,SKU_488,Health & Wellness,5,683.58
1818,Product_195,SKU_338,Fashion & Apparel,5,78.78
1818,Product_142,SKU_738,Health & Wellness,4,104.42
1818,Product_164,SKU_281,Electronics,1,82.47
8372,Product_178,SKU_569,Beauty & Personal Care,4,82.4
8372,Product_142,SKU_580,Health & Wellness,3,766.66
8372,Product_027,SKU_356,Books & Media,1,667.66
8372,Product_172,SKU_522,Groceries & Gourmet Food,4,607.04
828,Product_120,SKU_440,Electronics,2,80.51
828,Product_153,SKU_838,Toys & Games,1,78.06
828,Product_099,SKU_053,Beauty & Personal Care,4,45.39
4480,Product_130,SKU_362,Fashion & Apparel,3,357.87
8820,Product_138,SKU_507,Toys & Games,5,255.97
8820,Product_146,SKU_863,Sports & Outdoors,4,767.69
8820,Product_001,SKU_173,Health & Wellness,1,820.16
1218,Product_146,SKU_106,Sports & Outdoors,1,336.68
3404,Product_198,SKU_369,Health & Wellness,2,966.09
3404,Product_199,SKU_518,Automotive,4,351.19
488,Product_183,SKU_191,Fashion & Apparel,1,468.66
488,Product_032,SKU_320,Electronics,5,986.91
488,Product_178,SKU_569,Beauty & Personal Care,4,93.2
6856,Product_180,SKU_972,Fashion & Apparel,3,883.25
6856,Product_065,SKU_989,Toys & Games,4,522.46
6856,Product_178,SKU_990,Beauty & Personal Care,1,54.94
1044,Product_064,SKU_038,Fashion & Apparel,4,499.19
6498,Product_014,SKU_079,Beauty & Personal Care,4,69.61
8419,Product_122,SKU_255,Electronics,4,879.59
8419,Product_104,SKU_358,Fashion & Apparel,5,225.19
4268,Product_042,SKU_200,Books & Media,2,434.66
169,Product_052,SKU_572,Health & Wellness,4,722.49
169,Product_055,SKU_699,Automotive,3,700.49
1867,Product_012,SKU_357,Home Appliances,1,521.51
4546,Product_143,SKU_950,Fashion & Apparel,5,562.34
2253,Product_124,SKU_588,Toys & Games,2,768.58
2253,Product_165,SKU_188,Groceries & Gourmet Food,1,64.81
2253,Product_199,SKU_082,Automotive,1,136.23
1729,Product_145,SKU_374,Fashion & Apparel,1,754.11
1729,Product_069,SKU_942,Toys & Games,1,148.16
1729,Product_169,SKU_741,Automotive,4,82.86
1729,Product_185,SKU_837,Beauty & Personal Care,3,75.24
5992,Product_193,SKU_581,Fashion & Apparel,2,261.61
5992,Product_164,SKU_913,Electronics,2,67.72
5992,Product_045,SKU_366,Automotive,3,639.36
6306,Product_075,SKU_508,Home Appliances,1,583.59
6396,Product_183,SKU_315,Fashion & Apparel,4,525.15
6396,Product_143,SKU_951,Fashion & Apparel,5,152.4
7553,Product_096,SKU_665,Home Appliances,2,893.34
7553,Product_081,SKU_035,Books & Media,2,427.09
7553,Product_042,SKU_086,Books & Media,1,952.17
7553,Product_007,SKU_623,Books & Media,5,454.6
3523,Product_080,SKU_875,Health & Wellness,1,631.85
672,Product_073,SKU_903,Beauty & Personal Care,3,80.47
672,Product_128,SKU_397,Home Appliances,3,286.46
8073,Product_011,SKU_298,Beauty & Personal Care,4,29.73
8073,Product_143,SKU_811,Fashion & Apparel,4,468.37
8073,Product_133,SKU_579,Toys & Games,1,547.59
2829,Product_014,SKU_079,Beauty & Personal Care,3,31.12
2829,Product_128,SKU_235,Home Appliances,2,689.63
2829,Product_162,SKU_786,Health & Wellness,2,710.32
505,Product_147,SKU_453,Electronics,4,682.49
505,Product_038,SKU_714,Health & Wellness,2,937.45
505,Product_175,SKU_594,Fashion & Apparel,5,733.29
2850,Product_042,SKU_086,Books & Media,4,887.97
3641,Product_078,SKU_149,Automotive,3,499.22
6534,Product_076,SKU_886,Fashion & Apparel,4,864.74
6534,Product_031,SKU_363,Sports & Outdoors,2,789.49
6534,Product_081,SKU_331,Books & Media,2,206.1
8395,Product_129,SKU_205,Fashion & Apparel,4,641.84
8395,Product_029,SKU_631,Automotive,4,961.04
8395,Product_125,SKU_770,Toys & Games,2,871.11
3899,Product_093,SKU_698,Books & Media,1,468.65
3899,Product_073,SKU_379,Beauty & Personal Care,4,79.1
3899,Product_020,SKU_438,Health & Wellness,3,595.98
3899,Product_199,SKU_351,Automotive,2,740.39
3926,Product_173,SKU_183,Fashion & Apparel,3,796.11
527,Product_094,SKU_075,Home Appliances,1,962.48
527,Product_183,SKU_315,Fashion & Apparel,3,173.48
527,Product_132,SKU_754,Health & Wellness,5,167.21
527,Product_046,SKU_936,Fashion & Apparel,1,863.64
8636,Product_174,SKU_734,Health & Wellness,5,544.79
8636,Product_188,SKU_546,Automotive,4,979.44
4178,Product_012,SKU_091,Home Appliances,3,679.03
4178,Product_142,SKU_225,Health & Wellness,1,798.01
3422,Product_187,SKU_417,Home Appliances,1,601.28
3018,Product_074,SKU_773,Beauty & Personal Care,3,43.28
3018,Product_024,SKU_582,Beauty & Personal Care,3,61.89
5549,Product_003,SKU_784,Toys & Games,3,743.09
5549,Product_077,SKU_317,Automotive,2,676.83
5549,Product_171,SKU_931,Toys & Games,3,206.42
8179,Product_028,SKU_039,Books & Media,3,448.63
8179,Product_185,SKU_722,Beauty & Personal Care,4,70.37
3820,Product_085,SKU_160,Books & Media,1,999.63
3820,Product_196,SKU_413,Books & Media,5,640.32
3820,Product_124,SKU_501,Toys & Games,4,215.0
3820,Product_149,SKU_921,Groceries & Gourmet Food,2,504.31
6743,Product_042,SKU_716,Books & Media,2,712.55
5671,Product_091,SKU_677,Books & Media,4,865.23
5671,Product_192,SKU_956,Electronics,3,424.05
5671,Product_003,SKU_784,Toys & Games,1,926.06
2469,Product_109,SKU_912,Fashion & Apparel,2,50.02
2163,Product_083,SKU_206,Toys & Games,3,258.52
2163,Product_016,SKU_156,Home Appliances,2,115.76
2163,Product_027,SKU_420,Books & Media,3,810.99
6638,Product_042,SKU_010,Books & Media,1,757.43
6638,Product_057,SKU_849,Automotive,3,467.43
